id,job_search_id,date_scraped,page_number,job_title,company,location,posted_date,job_link,stars,job_type,full_description,apply_now_link
305,66,2024-11-01 03:13:54.555216,3,Manufacturing Technician (FTC 12 month),BAXTER,St Albans,30+ days ago,https://uk.indeed.com/rc/clk?jk=415a30448eee592b&bb=sw7DUfm_-tk6w0DwQPI8dYv5N62F8k-aFrO237G3c4WNvSmWe5qsoRookb-UUGTFuv3vmDY_3DgqtrLEB72tDbyyIHXamErgrxf-KQ_DlRc1sawaHaz7Lg%3D%3D&xkcb=SoBF67M36y-3R1SgAZ0JbzkdCdPP&fccid=a108770a4ae3a921&vjs=3,,,,
306,66,2024-11-01 03:13:54.555371,3,MRC Investigator Scientist in Bioinformatics and Genetics LMS 2509,Medical Research Council,London,3 days ago,https://uk.indeed.com/rc/clk?jk=435d8bc1b88153d8&bb=sw7DUfm_-tk6w0DwQPI8dUMySKNwUCu_JzPSHbvW3Z3Nta1MYp_OuQpLzEigAorqtLMzSeej4Gv9crnFCRiPQeZLQabADxKdJzKIjmwxpY5gz543TghfyFAafyf3XEwH&xkcb=SoDx67M36y-3R1SgAZ0IbzkdCdPP&fccid=bfb33ea3d88b091e&vjs=3,,,,
307,66,2024-11-01 03:13:54.555527,3,Prescription Builder Team Leader,LloydsPharmacy Clinical Homecare,Harlow CM19 5GU,8 days ago,https://uk.indeed.com/rc/clk?jk=6d10076f8b3da341&bb=sw7DUfm_-tk6w0DwQPI8dboWo1-dtTxrOqy-sGHZp9CYk_NWaoKd7jUh4DxeLyu7skcPXAItb3FzCVoxR8fG86FM4zgL7W0sUbQElD5IGPl7dhJH4NDRBZweBRS1ODB_&xkcb=SoB_67M36y-3R1SgAZ0PbzkdCdPP&fccid=6030b42fceba533c&vjs=3,,,,
308,66,2024-11-01 03:13:54.555579,3,N/A,N/A,N/A,N/A,N/A,,,,
309,66,2024-11-01 03:13:54.555731,3,"Pharmacy Administrator, Clinical Trials",The Royal Marsden NHS Foundation Trust,Sutton SM2 5PT,17 days ago,https://uk.indeed.com/rc/clk?jk=20125ec6609f72eb&bb=sw7DUfm_-tk6w0DwQPI8dRRFXhtjFR3xiOuDNTfFeUbfvd_ydxWZe3EFOcVZY-YMLapWkdTI9vGUfxXse2OM-1_qwdzmhDdIqx89yRRAWSbMirVQf_gXKw%3D%3D&xkcb=SoDL67M36y-3R1SgAZ0ObzkdCdPP&fccid=7691ebb71b24124c&vjs=3,,,,
310,66,2024-11-01 03:13:54.555893,3,Onshore Wind Turbine Technician- Bradwell (Essex),RWE Onshore/PV Europe & Australia,London EC2R,30+ days ago,https://uk.indeed.com/rc/clk?jk=cec6c0242f637d06&bb=sw7DUfm_-tk6w0DwQPI8dexIa2IlQc9nkuE-uPuoHDLql_jxaZz5k4MY_BraIUNFC2NmxmMbcIgmnWDypzOE-n0hJ-4Fki9gduobekhE-T_i_CJeaxVeq6CyOjrPAOud&xkcb=SoBW67M36y-3R1SgAZ0NbzkdCdPP&fccid=169d4d0de76b0575&vjs=3,,,,
311,66,2024-11-01 03:13:54.556048,3,Chief Pharmacy Information Officer,Frimley Health NHS Foundation Trust,Slough SL2 4HL,2 days ago,https://uk.indeed.com/rc/clk?jk=32e6486f9adbcf38&bb=sw7DUfm_-tk6w0DwQPI8dZXxQmTAkQR4LYXnNOZvsGexZgQCUaaru8nq0AdbndaMCpeFnohOUUjem5TOINJMOlzgnYvLho2-yMvYmEe-7OZ9m3QWsxleTHEKu7M66r06&xkcb=SoDi67M36y-3R1SgAZ0MbzkdCdPP&fccid=efb6266bca17d2bb&vjs=3,,,,
312,66,2024-11-01 03:13:54.556203,3,Health Safety Environment (HSE) Specialist,Procter & Gamble,West Thurrock RM20 2ZS,16 days ago,https://uk.indeed.com/rc/clk?jk=54c52d59b35d00b4&bb=sw7DUfm_-tk6w0DwQPI8dXwyAiMxD7DCX3H4SigPQkcJaFC8EjpXJFu3GZQLkBh033AqGhKik7X0iwb22z8E2B03QMvb8H2BpS9sPf9VlpH3b8PiQkNTHQ%3D%3D&xkcb=SoAL67M36y-3R1SgAZ0DbzkdCdPP&fccid=2da0dedf6df97194&vjs=3,,,,
313,66,2024-11-01 03:13:54.556356,3,Event Paramedic,ShowMed,North London,EmployerActive 4 days ago,https://uk.indeed.com/rc/clk?jk=d3ff3cf544e259a1&bb=sw7DUfm_-tk6w0DwQPI8dbEcn9MJx0vrWBdSXF74C02SAHNeEuk9-Xea8PksIoUuna5a6BBKOr0OjxaVmR3YvmreTjPMKk1UiXGSNRkB_wd-qEYT5_cu45pIYjnpbHuL&xkcb=SoC_67M36y-3R1SgAZ0CbzkdCdPP&fccid=9dc928870eab427c&cmp=ShowMed&ti=Paramedic&vjs=3,,,,
314,66,2024-11-01 03:13:54.556399,3,N/A,N/A,N/A,N/A,N/A,,,,
315,66,2024-11-01 03:13:54.556549,3,Senior Pharmacy Technician Clinical Trials,Lewisham and Greenwich NHS Trust,London SE13 6LH,22 days ago,https://uk.indeed.com/rc/clk?jk=664213950e41d050&bb=sw7DUfm_-tk6w0DwQPI8dUW_GxpNx210mGDg8L6FjKK102ZNQKgcWwoHsowAA6vDGBYJRVYUgWo8eHa2R-9nwsacoiujFjLLUxpXMJWGDl0IwSvn3iql1d2l1SiFujkc&xkcb=SoAi67M36y-3R1SgAZ0BbzkdCdPP&fccid=c6ef538c46f012b9&vjs=3,,,,
316,66,2024-11-01 03:13:54.556709,3,Senior Conservator Part-time,Ancestry,London WC2R 1HH,7 days ago,https://uk.indeed.com/rc/clk?jk=56ab63175d8d7814&bb=sw7DUfm_-tk6w0DwQPI8dWe3Dlj0XtCYXCcy5Qul3uQn20wcQ7PjycXmm3QJvLoLGt2aPzP-H2rKMP6yrCOWXRyjXPFKAhxIC3UdB7gCtAJ-XrYd8FRrEDFhYb16zZyt&xkcb=SoCW67M36y-3R1SgAZ0AbzkdCdPP&fccid=8a644f7a25dca5dc&vjs=3,,,,
317,66,2024-11-01 03:13:54.556865,3,Senior Project Manager - Healthcare,Rambøll,London SE1,30+ days ago,https://uk.indeed.com/rc/clk?jk=f458c2fd4324ca95&bb=sw7DUfm_-tk6w0DwQPI8dQ_9b9vdc6PkPKl1czfBy7MITAdrlesL0OX76ti-Bk-LwdMN6d5MU0h4SDU8icYNPkbCBHVcigj_3RsXg-3KtcCUO7fJ2GZRsWzEjKSIhkWv&xkcb=SoAY67M36y-3R1SgAZ0HbzkdCdPP&fccid=d59125385b36aedc&vjs=3,,,,
318,66,2024-11-01 03:13:54.557017,3,Operational Engineer / SAP,UK Power Networks,London Heathrow Airport,6 days ago,https://uk.indeed.com/rc/clk?jk=957a475dbfb486bd&bb=sw7DUfm_-tk6w0DwQPI8db2GrRpeTEsWDoKD-MuiIQ9qeAv04fJAOVI9JIXVbvytQk7wRzA-N-ghX1lxksvKh9dEaKdKeKAqo50BO6oEND-9cImwu9-z3yvSNpcRcUcX&xkcb=SoCs67M36y-3R1SgAZ0GbzkdCdPP&fccid=8acb62eb0f6c2657&vjs=3,,,,
319,66,2024-11-01 03:13:54.557169,3,"Level 3 Electronics Technician - Connect Plus Services - M25, Dartford, Kent",Balfour Beatty,Dartford,30+ days ago,https://uk.indeed.com/rc/clk?jk=c21f961ce4a69410&bb=sw7DUfm_-tk6w0DwQPI8dSZ-Q1kQA-PeJHot0bUbkQQ02D3CKDtLqb930VG8waOLLQKWAZPyhzw2t_vl92xoYb6b07LXtjqK9WB9rRo3Ux4pDeYzZ80Un0xZlBsMagv9&xkcb=SoAx67M36y-3R1SgAZ0FbzkdCdPP&fccid=c75127f50bc050bc&vjs=3,,,,
320,66,2024-11-01 03:13:54.557213,3,N/A,N/A,N/A,N/A,N/A,,,,
321,86,2024-11-01 03:13:54.548554,2,Trainee Dental Nurse Assistant,NLDC,London W1U,EmployerActive 4 days ago,https://uk.indeed.com/rc/clk?jk=4240b548b6c2ce18&bb=qJjgLCqueo_2Msmph_mnHMhZHg-iWyDkrUUdroDenKPqv0p27pD3_hwxiIfcT2uQaMDA47SKxU-8P34adRWf3BOp21O-1u-CsoQ2vcsy9J_jEj95nBT0y4-crTRmXC46&xkcb=SoAQ67M36y-3TXzZj50LbzkdCdPP&fccid=3149e7ee053348aa&cmp=NLDC&ti=Dental+Nurse&vjs=3,,,,
322,86,2024-11-01 03:13:54.548744,2,Dental Receptionist,First Dental Grove Park,South East London,EmployerActive 4 days ago,https://uk.indeed.com/rc/clk?jk=052e73bd9ad07be7&bb=qJjgLCqueo_2Msmph_mnHONKlvCq4TLT6l7fC6CsvKMpbcuqKD8mN29qwgq25Fz5BdsTVH6zeqrbvjYxJAFhw_0qW5EA2bdw5numLgwG2pgiHKO7VXulb3UiyiDckRPi&xkcb=SoCk67M36y-3TXzZj50KbzkdCdPP&fccid=dbc9155608b05f0a&cmp=First-Dental-Grove-Park&ti=Dental+Receptionist&vjs=3,,,,
323,86,2024-11-01 03:13:54.548910,2,Dental Assistant GDC registered,Anderssonclinic,London W1G,EmployerActive 8 days ago,https://uk.indeed.com/rc/clk?jk=8eaf7b48647f91be&bb=qJjgLCqueo_2Msmph_mnHGZIikgCq4atYxLlxw0RfXS_8dWaezKKqCKklw-9ZGByETlmQsW5YQRmZX6rTaC2UxCjfCU6BmXMlWJCH0zGf0Gc0MI3ldYe9buh0pSp_3KKkK5DUSQLk6M%3D&xkcb=SoA567M36y-3TXzZj50JbzkdCdPP&fccid=193dd703a1632213&cmp=Anderssonclinic&ti=Dental+Assistant&vjs=3,,,,
324,86,2024-11-01 03:13:54.549071,2,Marketing Assistant,Vivo Dental Lab,London N8 7PY,EmployerActive 3 days ago,https://uk.indeed.com/rc/clk?jk=a94a6a2100797092&bb=qJjgLCqueo_2Msmph_mnHCPir-oFRortdN7MdWaiotchNTKmlMizmQBwzw7-1FQSK7qjONl_vXPzji47uwWTj9jdPMfq5_hKQOlGO8eL1dQ1YMlmqKbEiB8UBz4Z_tUjvk8KomEYDDk%3D&xkcb=SoCN67M36y-3TXzZj50IbzkdCdPP&fccid=d9341412f777c037&cmp=Vivo-Dental-Lab&ti=Marketing+Assistant&vjs=3,,,,
325,86,2024-11-01 03:13:54.549245,2,Dental Assistant/Receptionist,Dentistry For You,London,EmployerActive 5 days ago,https://uk.indeed.com/rc/clk?jk=cbc09ca4b0fd097e&bb=qJjgLCqueo_2Msmph_mnHMDEyOsMMOgS9LT23_nM_cNvgeb_0e2_R2vqtqJrNh2Q3xFPnj3GA5rWjFTalZdao1gSkoPX5LNV6Ec1bXDP2aTZwqke9TI_4GqfcnDHgGAn&xkcb=SoAD67M36y-3TXzZj50PbzkdCdPP&fccid=f849be9e4c3515b5&cmp=Dentistry-For-You&ti=Dental+Receptionist&vjs=3,,,,
326,86,2024-11-01 03:13:54.549299,2,N/A,N/A,N/A,N/A,N/A,,,,
327,86,2024-11-01 03:13:54.549489,2,Dental Receptionist,Ten Dental + Facial,London,7 days ago,https://uk.indeed.com/rc/clk?jk=a905371b97bb08c0&bb=qJjgLCqueo_2Msmph_mnHJwUmm6p52xN4No1wCL7KBc-RJpPLt04ZHaJkyawF1CGe-I_uZtZ092qFK_T3y4s5Rkpz1pMsQ5enO2ParjjGTIpFOJLTL1-Gi9geUeUY44h&xkcb=SoC367M36y-3TXzZj50ObzkdCdPP&fccid=3c56e15b04752e88&cmp=TEN-DENTAL-%252B-Facial&ti=Dental+Receptionist&vjs=3,,,,
328,86,2024-11-01 03:13:54.549660,2,Dental receptionist,Court Drive LTD,Uxbridge,EmployerActive 8 days ago,https://uk.indeed.com/rc/clk?jk=fb60e8bacc333921&bb=qJjgLCqueo_2Msmph_mnHMNy1Iwg94d4MhkxlYUXlKAFJekbvHjCsa124Efu1TPMeRAfs_oERFLbGUPOP02cuO5Z2QfkBNmpN7-hCPxUtupXUdSFsPhyDXrPq9016g_hfi93kr2QZLE%3D&xkcb=SoAq67M36y-3TXzZj50NbzkdCdPP&fccid=5259ae048e5d50c3&cmp=Court-Drive-LTD&ti=Dental+Receptionist&vjs=3,,,,
329,86,2024-11-01 03:13:54.549818,2,Dental Receptionist Part time,Southfields Dental Centre,London,EmployerActive 4 days ago,https://uk.indeed.com/rc/clk?jk=fef39e88f8ee347a&bb=qJjgLCqueo_2Msmph_mnHNBU-CJi1tfl1xPw0PToT96rZPRs2x7nafyGf-F7rCuQjOU40lqI478bthyZU3z8yKJDUhJxzKVsGO5pJA7JxkSphTwYnoxSD8ve4Dwq2OLo&xkcb=SoCe67M36y-3TXzZj50MbzkdCdPP&fccid=41a169c983d9b284&cmp=Southfields-Dental-Centre&ti=Dental+Receptionist&vjs=3,,,,
330,86,2024-11-01 03:13:54.549983,2,Dental Receptionist,Sistova Road Dental Studio,London SW12 9QR,EmployerActive 16 days ago,https://uk.indeed.com/rc/clk?jk=a77c712470352273&bb=qJjgLCqueo_2Msmph_mnHMW4S0MfeKXkOwzKdEQGJo4kwGQ3LVzWh0s2xK5wWFdS75YrQMtttyngUCDev_KbBC_VdycU3YiefW1XY91RtCRQibT96Hbovd5vk0wCdnYe&xkcb=SoB367M36y-3TXzZj50DbzkdCdPP&fccid=889c4ca6d667d511&cmp=Sistova-Road-Dental-Studio&ti=Dental+Receptionist&vjs=3,N/A,Part-time,"Sistova Road Dental Studio is 5 minutes walk from Balham station. We require an Experienced Dental Receptionist to join our small and friendly team.Applicant must speak and write very good English.This job offer is for 2 days to start with ,including some Saturdays.Duties include reception duties ,dealing with patients, answering phones, booking, ordering, CQC and filing etc. The practice is using SOE dental software.Previous experience is essential . We need someone reliable, easygoing, flexible and hardworking . Ideally, we are looking for a long term applicant who wants to stay at least two years.Please enclose your CV in the response.Many ThanksSistova Road Dental StudioJob Type: Part-timeSchedule:Day shiftExperience:Dental receptionist: 4 years (preferred)Work Location: In personReference ID: Sistova Road Dental Studio",Apply now
331,86,2024-11-01 03:13:54.550910,2,Dental Receptionist,Happy Kids Dental / American Smile,Chelsea,EmployerActive 3 days ago,https://uk.indeed.com/rc/clk?jk=8d0fd3887d517aed&bb=qJjgLCqueo_2Msmph_mnHKNtDjGBKM2cWCD2Ovh6WhrrG59i7D1wehilxI1_Ee7GeqF0aVb6AC_Td9pJ52TgRAM1TH7YlaUf8urWZnBJMl364er8tnXus8m45FCWg5kc&xkcb=SoDD67M36y-3TXzZj50CbzkdCdPP&fccid=9dc2b45e71fee399&cmp=Happy-Kids-Dental-%252F-American-Smile&ti=Dental+Receptionist&vjs=3,,,,
332,86,2024-11-01 03:13:54.550962,2,N/A,N/A,N/A,N/A,N/A,,,,
333,86,2024-11-01 03:13:54.551142,2,Receptionist (Part-Time),Smile 32,London UB5,EmployerActive 17 days ago,https://uk.indeed.com/rc/clk?jk=c9b5f70a4b0b8009&bb=qJjgLCqueo_2Msmph_mnHDku9XuMUawHJ6vHL6x1rqfJYXaQ9Fm01W7tXjDHPz9WYa5OaD52idbDmvxAbtJ71E4Q2E9N3wh07dlkDjNrSeN5V42W9_WyXT3ntNZefhf9&xkcb=SoBe67M36y-3TXzZj50BbzkdCdPP&fccid=5ffef39c9a9fc751&cmp=Smile-32&ti=Receptionist&vjs=3,N/A,£11 - £13 an hour,"Smile 32 is a well-established Dental Practice based in Southall looking for apart-time (Tuesday, Wednesday, and Saturday)receptionist to join the team. The practice is equipped with the latest dental technology to provide a comprehensive range of dental services. The dental team consists of experienced and highly skilled dentists, dental hygienists, and dental assistants who are dedicated to providing exceptional care and creating a comfortable and welcoming environment for patients.As a receptionist, you will play a vital role in providing exceptional customer service and administrative support in the dental practice. As the first point of contact for patients, the receptionist creates a positive and welcoming environment while efficiently managing appointments, coordinating patient records, and ensuring smooth operations within the practice. The receptionist must possess strong communication skills, attention to detail, and the ability to multitask in a fast-paced setting.Responsibilities· Warmly welcome patients as they arrive at the dental practice.· Provide excellent customer service by addressing patients' inquiries and concerns.· Verify patient information and update records as necessary.· Maintain a neat and organised reception area.· Schedule appointments for patients based on their needs and availability.· Coordinate with dental staff to ensure efficient scheduling and optimal use of resources.· Remind patients of upcoming appointments and confirm their attendance.· Manage any appointment changes or cancellations promptly and reschedule as needed.· Maintain confidentiality and ensure the security of patient records.· Billing and payment processing· Answer phone calls, emails, and inquiries from patients, referring doctors, and other stakeholders.· Coordinate with dental staff to ensure efficient patient flow and resolve scheduling conflicts.· Collaborate with the dental team to address patient needs and concerns effectively.· Assist in maintaining inventory and ordering office supplies as needed.Requirements· Previous experience as a receptionist or in a customer service role is preferred.· Excellent interpersonal and communication skills.· Strong organisational and multitasking abilities.· Proficient computer skills, including knowledge of dental software systems.· Basic understanding of dental procedures, terminology, and insurance processes.· Ability to maintain confidentiality and handle sensitive information.· Attention to detail and accuracy in data entry and recordkeeping.· Professional and positive attitude.Join our team today by applying with your CV along with a cover letter highlighting your relevant experience.Job Types: Part-time, PermanentPay: £11.00-£13.00 per hourExpected hours: 24 – 32 per weekSchedule:Day shiftMonday to FridayEducation:A-Level or equivalent (required)Experience:Customer service: 1 year (required)Administrative experience: 1 year (required)Dental practice: 1 year (required)Language:English (required)Work Location: In personReference ID: REC82024Expected start date: 21/10/2024",Apply now
334,86,2024-11-01 03:13:54.551306,2,Dental Receptionist- Medical/ Dental Reception Experience Essential,Night Dental ltd,London,EmployerActive 4 days ago,https://uk.indeed.com/rc/clk?jk=7a589705faaedfdd&bb=qJjgLCqueo_2Msmph_mnHBKQReJDsPwBXzMfxNcYTJJmM6-Bvcbz_pZ2DQt_a47ax7rYHRy-XsGZ3e0Folp-yIJso7Sjnmo7JpauX-pZe-hSa5Rn1LNWk_N721qWEB_j&xkcb=SoDq67M36y-3TXzZj50AbzkdCdPP&fccid=34d649d65c6255c5&cmp=Viva-Dental-Birmingham&ti=Dental+Receptionist&vjs=3,,,,
335,86,2024-11-01 03:13:54.551478,2,Dental Receptionist,Wisteria House Dental Practice,London,EmployerActive 9 days ago,https://uk.indeed.com/rc/clk?jk=61c191c12ecb9233&bb=qJjgLCqueo_2Msmph_mnHD0U7B_A3NiZjTBMrvHzDbLk_qTxU1aMor33-NNyTbIq7aUYJcaSqmouUpAUAgjKKaYb2wGcwYkbR97MKCgNwe9QDO6NAR3jwACLn8pRKSS-l-TDuTkyung%3D&xkcb=SoBk67M36y-3TXzZj50HbzkdCdPP&fccid=2a950b51ff9b6162&cmp=Wisteria-House-Dental-Practice&ti=Dental+Receptionist&vjs=3,,,,
336,86,2024-11-01 03:13:54.551649,2,Experienced Dental Receptionist,ODL Dental,London EC2M,EmployerActive 3 days ago,https://uk.indeed.com/rc/clk?jk=54e997ba0ec11573&bb=qJjgLCqueo_2Msmph_mnHGYoUI4pzraIdWMpKvKr-X_joQLFjvBE6l4zaERevQAxfGsL4Y6pT9KjYX1PJdjJrfdLlMQ6ozxc9sV1NR1yVhnQ9hKFEgsd0LcAJUilVnqs&xkcb=SoDQ67M36y-3TXzZj50GbzkdCdPP&fccid=bb6bc8243fb6a397&cmp=ODL-Dental-Clinic&ti=Dental+Receptionist&vjs=3,,,,
337,86,2024-11-01 03:13:54.551814,2,Dental Receptionist,NHS Dentist,London,6 days ago,https://uk.indeed.com/rc/clk?jk=d565ae345aa7d333&bb=qJjgLCqueo_2Msmph_mnHNBU-CJi1tflnGe-tlggpKWJoCixvFT2dkJsBQ-4KJCttMAGysl3y_tdX1_PYB9SdgbicOfWNoO4G74jTmzvKZD-RKsDg2N2MRujW3QlSJQu&xkcb=SoBN67M36y-3TXzZj50FbzkdCdPP&fccid=98fccb948e685631&cmp=NHS-Dentist&ti=Dental+Receptionist&vjs=3,,,,
338,86,2024-11-01 03:13:54.551862,2,N/A,N/A,N/A,N/A,N/A,,,,
339,99,2024-11-01 03:13:54.891701,3,Senior Biomedical Scientist - Blood Sciences (Haematology),The London Clinic,London W1G 7JL,13 days ago,https://uk.indeed.com/rc/clk?jk=b56b8d4be3ffa2b2&bb=QDrL2ZnnbdH0DEDVB_5XvzURKORJiAZBHhA-v6IFytolfhymA87E6JuMOPNcQPjWeTbm3MdXfyZeTl9m-MKie7ZKI_8mJlFUiHuccd2ygdlUuf5FWgNulQ%3D%3D&xkcb=SoCP67M36y-3eAR7gJ0LbzkdCdPP&fccid=b0ec1eec7e892906&vjs=3,,,,
340,99,2024-11-01 03:13:54.891994,3,Data Sciences Industrial Placement Student,Roche,Welwyn,27 days ago,https://uk.indeed.com/rc/clk?jk=0349e84e1650418b&bb=QDrL2ZnnbdH0DEDVB_5Xv4pTEZwALwhN--H4HPHAIJ8qQFtHOTeSeRvDlU7lQlCnqipmA0cTDQzs5PGzQkOR-j-1kvgbeE_Nry4SE0HdNKaZ9M_Vv8sHWw%3D%3D&xkcb=SoA767M36y-3eAR7gJ0KbzkdCdPP&fccid=bca1c8ed48c3b338&vjs=3,,,,
341,99,2024-11-01 03:13:54.892255,3,Senior Biomedical Scientist,Health Services Laboratories,Barnet EN5 3DJ,6 days ago,https://uk.indeed.com/rc/clk?jk=7d7ea101b132bd5d&bb=QDrL2ZnnbdH0DEDVB_5Xv1NYh_VuzEKr8SmXGoGm-pjYD9bTm2iw--vg3OnXa6fNo8wZ8noHMFqbfCtdg09beznfuNJ4ECbhewB8LMG0uBDJwja5Ykcj8A%3D%3D&xkcb=SoCm67M36y-3eAR7gJ0JbzkdCdPP&fccid=ae1a376e72f8673c&vjs=3,,,,
342,99,2024-11-01 03:13:54.892502,3,Specialist Biomedical Scientist- Microbiology,Synlab,Basildon,30+ days ago,https://uk.indeed.com/rc/clk?jk=dc60239a05fdef98&bb=QDrL2ZnnbdH0DEDVB_5Xv6kA4cYrn-5bv8OE8MKfGs1zlHAF132ubLod2cB01P5vlFIEDTrDU7QDd3loi7y0g_9lTfbS-pVAK103GP0PFc6dZXNCVMs4o6LXzDDElHof&xkcb=SoAS67M36y-3eAR7gJ0IbzkdCdPP&fccid=5ba198f69f3cb88e&vjs=3,,,,
343,99,2024-11-01 03:13:54.892741,3,Consultant Clinical Scientist in Chemical Pathology,Surrey and Sussex Healthcare NHS Trust,Redhill RH1 5RH,9 days ago,https://uk.indeed.com/rc/clk?jk=90dfa266347c4f1c&bb=QDrL2ZnnbdH0DEDVB_5XvysGEGKNLm8spCs1SjnxPXsbPaWvR3ntwKQBYZQiYFtWJ-CaxP6Q8mc7b2T0lL-pgHmG1Z2ITBS7DATRpy0HnvDBHp31vRt7r6OiAk3i8IIF&xkcb=SoCc67M36y-3eAR7gJ0PbzkdCdPP&fccid=c85aa457693fba8a&vjs=3,,,,
344,99,2024-11-01 03:13:54.893072,3,N/A,N/A,N/A,N/A,N/A,,,,
345,99,2024-11-01 03:13:54.893358,3,Medical Laboratory Assistant,Epsom and St Helier University Hospitals NHS Trust,Epsom,2 days ago,https://uk.indeed.com/rc/clk?jk=bd08ec4974992a8c&bb=QDrL2ZnnbdH0DEDVB_5Xv5lhDZzdoU1VNQKoj9yccXeEimyHDmsjO59X2o73AkIoMbfxcke77SmRoMHXzMA6hPFG7cOztND0C6g9zWvD4U6wd24cf0piNSqq6SzifFWE&xkcb=SoAo67M36y-3eAR7gJ0ObzkdCdPP&fccid=7691ebb71b24124c&vjs=3,,,,
346,99,2024-11-01 03:13:54.893598,3,Principal Pharmacometrics Scientist,Novartis,Hybrid work in London,30+ days ago,https://uk.indeed.com/rc/clk?jk=bb5e3086b6ca1a94&bb=QDrL2ZnnbdH0DEDVB_5XvyTKAJ68tBDGn4WlFXbo2lQLEhXTpIqR8Gm8seU9alN0OIU4ZSwl_kfaUWgk5vNp7uEs5XRjTK13723fkcNgODdb7-JW8n0DqQ%3D%3D&xkcb=SoC167M36y-3eAR7gJ0NbzkdCdPP&fccid=c35194d01a9e2595&vjs=3,,,,
347,99,2024-11-01 03:13:54.893837,3,"Software Engineer (ML Research Engineering), London",Isomorphic Labs,Hybrid work in London,30+ days ago,https://uk.indeed.com/rc/clk?jk=213b51da93bb7dc2&bb=QDrL2ZnnbdH0DEDVB_5Xv4pTEZwALwhNpdfsX79OTabzhZB3XnI2BQUI5GQPmZ0s9Bz9DeQ1lIVsiiMNoAEswp8k7EElvbulCTQZQU9bZzdTfQBJAeAlIRIgl2E1HxVN&xkcb=SoAB67M36y-3eAR7gJ0MbzkdCdPP&fccid=272d89dd12c52fb6&vjs=3,,,,
348,99,2024-11-01 03:13:54.894094,3,BMS 3 – Deputy Service Lead - Biochemistry,HCA Healthcare UK,London W1G 8AQ,30+ days ago,https://uk.indeed.com/rc/clk?jk=1969eca1aad8e0e0&bb=QDrL2ZnnbdH0DEDVB_5XvwHLfOOjw-CXziImQm61y-6b7QI7NntZPIP6UDXCBS4dZV_zt5sntxsczsm0xxiZDgtKNh9w42acWy3Vm7UPnR2uLZedqa993A%3D%3D&xkcb=SoDo67M36y-3eAR7gJ0DbzkdCdPP&fccid=8c2a53dbbbcecf3f&vjs=3,,,,
